CustomerID,Country,State,City,Zip Code,Tenure Months,Monthly Charges,Total Charges,is_monthly_contract,avg_monthly_spend,Churn Value,churn_probability,risk_segment
9076-AXYIK,United States,California,Nipton,92364,64,102.1,6538.45,0,102.16328125,0,0.3034465876939284,Low
5968-XQIVE,United States,California,Newberry Springs,92365,72,89.7,6588.95,0,91.51319444444444,0,0.42946452620990405,Medium
8896-RAZCR,United States,California,Oro Grande,92368,44,19.9,868.1,0,19.729545454545455,0,0.026624863184156695,Low
4933-IKULF,United States,California,Pinon Hills,92372,17,20.65,330.6,0,19.447058823529414,0,0.1503155827734127,Low
1304-BCCFO,United States,California,Redlands,92374,9,70.05,564.4,1,62.71111111111111,0,0.7725105242876841,High
4104-PVRPS,United States,California,Rialto,92376,24,53.6,1315.35,1,54.80625,0,0.31884534069963877,Low
3780-DDGSE,United States,California,Shoshone,92384,35,76.05,2747.2,1,78.49142857142857,0,0.23172762140552655,Low
4431-EDMIQ,United States,California,Sugarloaf,92386,7,75.7,554.05,1,79.14999999999999,0,0.25274068096616914,Low
0486-LGCCH,United States,California,Victorville,92394,11,19.65,225.75,0,20.522727272727273,0,0.03132172144455873,Low
4612-SSVHJ,United States,California,Yermo,92398,20,81.45,1671.6,1,83.58,0,0.821306157957135,High
5168-MQQCA,United States,California,Yucaipa,92399,72,108.5,8003.8,0,111.16388888888889,0,0.365805597119597,Low
7971-HLVXI,United States,California,San Bernardino,92404,72,84.5,6130.85,0,85.15069444444445,0,0.05334913643303322,Low
9094-AZPHK,United States,California,San Bernardino,92405,15,100.15,1415,1,94.33333333333333,0,0.8793319539608273,High
3649-JPUGY,United States,California,San Bernardino,92407,72,88.6,6201.95,0,86.13819444444444,0,0.06878585905858617,Low
4472-LVYGI,United States,California,San Bernardino,92408,0,52.55, ,0,0.0,0,0.3442035531144273,Low
3552-CTCYF,United States,California,San Bernardino,92411,63,104.8,6597.25,0,104.71825396825396,0,0.08588922133869033,Low
6778-YSNIH,United States,California,Riverside,92501,2,59.0,114.15,1,57.075,0,0.7806828227385392,High
5756-OZRIO,United States,California,Riverside,92504,61,64.05,3902.6,0,63.97704918032787,0,0.15280945248886868,Low
6579-JPICP,United States,California,Riverside,92505,1,20.4,20.4,1,20.4,0,0.44011117839476643,Medium
4134-BSXLX,United States,California,Riverside,92507,28,60.9,1785.65,1,63.77321428571429,0,0.26874425276586256,Low
0505-SPOOW,United States,California,Riverside,92508,70,19.8,1397.65,0,19.966428571428573,0,0.011329723652902838,Low
4374-YMUSQ,United States,California,Lake Elsinore,92530,34,116.25,3899.05,0,114.6779411764706,0,0.34000816242937,Low
4513-CXYIX,United States,California,Lake Elsinore,92532,71,80.7,5676,0,79.94366197183099,0,0.12246774047678832,Low
3957-HHLMR,United States,California,Aguanga,92536,70,65.2,4543.15,0,64.90214285714285,0,0.0922036465136735,Low
7803-XOCCZ,United States,California,Anza,92539,52,84.05,4326.8,1,83.20769230769231,0,0.10311470631838751,Low
5736-YEJAX,United States,California,Hemet,92543,69,79.45,5502.55,0,79.74710144927536,0,0.03955893792703563,Low
8981-FJGLA,United States,California,Hemet,92545,11,78.0,851.8,1,77.43636363636364,0,0.46068609079824835,Medium
1135-LMECX,United States,California,Moreno Valley,92551,1,19.85,19.85,1,19.85,0,0.4448694809053724,Medium
4332-MUOEZ,United States,California,Moreno Valley,92553,20,94.3,1818.3,0,90.91499999999999,0,0.3888977907393457,Low
8535-SFUTN,United States,California,Moreno Valley,92555,61,106.45,6300.15,1,103.2811475409836,0,0.6358079730845073,Medium
8677-HDZEE,United States,California,Mountain Center,92561,56,105.45,5916.95,1,105.65982142857142,0,0.5695322748856426,Medium
2475-MROZF,United States,California,Murrieta,92562,30,95.0,2852.4,1,95.08,0,0.49930391969935123,Medium
3482-ABPKK,United States,California,Nuevo,92567,28,54.3,1546.3,0,55.225,0,0.12259877901184824,Low
6705-LXORM,United States,California,Perris,92570,5,70.05,302.6,1,60.52,0,0.8392669890577991,High
7531-GQHME,United States,California,San Jacinto,92582,12,20.05,265.45,1,22.120833333333334,0,0.3282015616111896,Low
5174-ITUMV,United States,California,San Jacinto,92583,67,105.4,6989.45,0,104.32014925373134,0,0.19138969364376482,Low
4109-CYRBD,United States,California,Menifee,92584,29,51.6,1442,1,49.724137931034484,0,0.6717467195239754,Medium
0913-XWSCN,United States,California,Sun City,92585,55,85.5,4713.4,1,85.69818181818181,0,0.2233972712338914,Low
0750-EBAIU,United States,California,Temecula,92590,52,91.25,4738.3,0,91.12115384615385,0,0.2851379707025498,Low
8606-CIQUL,United States,California,Temecula,92591,72,115.75,8399.15,0,116.6548611111111,0,0.04202883952714818,Low
3571-DPYUH,United States,California,Temecula,92592,58,94.7,5430.35,0,93.62672413793103,0,0.0952519397090845,Low
7601-GNDYK,United States,California,Wildomar,92595,35,19.6,686.95,0,19.627142857142857,0,0.011013236613144788,Low
0356-OBMAC,United States,California,Winchester,92596,56,99.9,5706.3,0,101.89821428571429,0,0.1975687985730938,Low
8067-NIOYM,United States,California,Irvine,92602,24,21.1,490.65,0,20.443749999999998,0,0.022574888431363047,Low
1403-GYAFU,United States,California,Irvine,92604,70,20.05,1360.25,0,19.432142857142857,0,0.0022405225713016926,Low
4234-XTNEA,United States,California,Irvine,92606,2,79.95,174.45,1,87.225,0,0.8958418072439966,High
1297-VQDRP,United States,California,Foothill Ranch,92610,68,107.15,7379.8,0,108.5264705882353,0,0.11644535732216305,Low
5348-CAGXB,United States,California,Irvine,92614,12,89.55,1021.75,1,85.14583333333333,0,0.8737669614460581,High
0621-HJWXJ,United States,California,Irvine,92618,63,81.55,5029.05,1,79.82619047619048,0,0.48227986540569096,Medium
5844-QVTAT,United States,California,Irvine,92620,33,58.45,1955.4,0,59.25454545454546,0,0.19934355547429558,Low
8905-IAZPF,United States,California,Capistrano Beach,92624,69,95.65,6744.2,0,97.74202898550725,0,0.35844493229541075,Low
5394-MEITZ,United States,California,Corona Del Mar,92625,60,80.6,4946.7,0,82.445,0,0.09658915293624645,Low
6859-QNXIQ,United States,California,Costa Mesa,92626,72,113.1,8248.5,0,114.5625,0,0.04079593630984478,Low
2782-LFZVW,United States,California,Costa Mesa,92627,11,58.95,601.6,1,54.690909090909095,0,0.7196142988266762,High
2866-IKBTM,United States,California,Dana Point,92629,1,19.55,19.55,1,19.55,0,0.4413652225704914,Medium
7129-AZJDE,United States,California,Huntington Beach,92647,34,78.95,2647.2,0,77.85882352941177,0,0.18741808445254113,Low
2560-PPCHE,United States,California,Huntington Beach,92649,65,105.05,6744.25,0,103.75769230769231,0,0.32169479309603477,Low
4676-MQUEA,United States,California,Laguna Beach,92651,50,101.9,5265.5,0,105.31,0,0.40912595815916214,Medium
8138-EALND,United States,California,Laguna Hills,92653,15,19.75,311.6,1,20.773333333333333,0,0.3047409506036982,Low
3580-HYCSP,United States,California,Midway City,92655,72,110.3,7966.9,0,110.65138888888889,0,0.053769188813242705,Low
1352-HNSAW,United States,California,Aliso Viejo,92656,72,115.6,8220.4,0,114.17222222222222,0,0.039035680960096415,Low
2075-PUEPR,United States,California,Newport Coast,92657,55,19.35,1153.25,0,20.96818181818182,0,0.004668096210402712,Low
1982-FEBTD,United States,California,Newport Beach,92660,23,25.6,514.75,0,22.380434782608695,0,0.0311293156059886,Low
5791-KAJFD,United States,California,Newport Beach,92662,56,68.75,3808,0,68.0,0,0.18346686445684582,Low
2654-VBVPB,United States,California,Newport Beach,92663,1,19.9,19.9,1,19.9,0,0.42368492461737856,Medium
1154-HYWWO,United States,California,San Clemente,92672,38,70.6,2708.2,0,71.26842105263158,0,0.10568196048706831,Low
2501-XWWTZ,United States,California,San Clemente,92673,11,70.2,760.05,1,69.09545454545454,0,0.772455772142041,High
3716-UVSPD,United States,California,San Juan Capistrano,92675,1,49.3,49.3,1,49.3,0,0.7081362146385575,High
6815-ABQFQ,United States,California,Silverado,92676,56,107.25,6033.3,0,107.7375,0,0.5519007184518229,Medium
7343-EOBEU,United States,California,Laguna Niguel,92677,3,23.6,89.05,1,29.683333333333334,0,0.6508814693763609,Medium
3701-SFMUH,United States,California,Trabuco Canyon,92679,7,69.7,516.15,1,73.73571428571428,0,0.2762840277392014,Low
6103-LIANB,United States,California,Westminster,92683,59,99.5,5861.75,0,99.35169491525424,0,0.10074261470712675,Low
7319-VENRZ,United States,California,Rancho Santa Margarita,92688,7,64.3,445.95,1,63.707142857142856,0,0.5284775464087849,Medium
5846-NEQVZ,United States,California,Mission Viejo,92691,71,70.85,4973.4,0,70.04788732394366,0,0.03788154734172042,Low
6967-QIQRV,United States,California,Mission Viejo,92692,15,101.9,1667.25,0,111.15,0,0.235330305563133,Low
5781-RFZRP,United States,California,Ladera Ranch,92694,71,73.5,5357.75,0,75.46126760563381,0,0.03653108287647443,Low
0308-IVGOK,United States,California,Santa Ana,92703,11,40.4,422.6,0,38.41818181818182,0,0.3831454762540641,Low
7293-LSCDV,United States,California,Santa Ana,92704,60,19.25,1103.25,0,18.3875,0,0.0048066437798046065,Low
7025-WCBNE,United States,California,Santa Ana,92705,47,59.6,2754,0,58.59574468085106,0,0.0579028176507716,Low
5756-JYOJT,United States,California,Santa Ana,92706,11,64.9,697.25,0,63.38636363636363,0,0.29490404602697556,Low
6030-REHUX,United States,California,Fountain Valley,92708,28,110.85,3204.4,1,114.44285714285715,0,0.8444683605244515,High
9548-LIGTA,United States,California,Tustin,92780,61,81.05,4747.65,0,77.83032786885245,0,0.06538939540975369,Low
5150-LJNSR,United States,California,Tustin,92782,31,98.05,3082.1,0,99.42258064516129,0,0.14652026449827765,Low
8270-RKSAP,United States,California,Anaheim,92801,9,70.5,597.9,1,66.43333333333334,0,0.83177984342035,High
6522-YRBXD,United States,California,Anaheim,92802,35,94.55,3365.4,1,96.15428571428572,0,0.7701480787959581,High
2640-LYMOV,United States,California,Anaheim,92804,2,19.65,38.8,1,19.4,0,0.5105030102300946,Medium
1423-BMPBQ,United States,California,Anaheim,92808,1,19.0,19,1,19.0,0,0.21614513336241048,Low
2393-DIVAI,United States,California,Brea,92821,3,20.0,61.7,1,20.566666666666666,0,0.5053253228010691,Medium
4568-KNYWR,United States,California,Fullerton,92831,52,63.25,3342.45,0,64.27788461538461,0,0.06768839305266164,Low
8752-IMQOS,United States,California,Fullerton,92832,5,20.1,85.1,0,17.02,0,0.27876038427763106,Low
0742-LAFQK,United States,California,Fullerton,92833,72,99.15,7422.1,0,103.08472222222223,0,0.2380257354205205,Low
0795-LAFGP,United States,California,Fullerton,92835,71,90.4,6668.05,0,93.91619718309859,0,0.08064706850226229,Low
0619-OLYUR,United States,California,Garden Grove,92840,72,111.9,8071.05,0,112.09791666666666,0,0.18933324702887444,Low
5512-IDZEI,United States,California,Garden Grove,92841,46,24.9,1174.8,0,25.539130434782606,0,0.10875755172857672,Low
0459-SPZHJ,United States,California,Garden Grove,92843,63,83.5,5435,0,86.26984126984127,0,0.086190883920014,Low
0215-BQKGS,United States,California,Garden Grove,92844,30,84.3,2438.6,1,81.28666666666666,0,0.5096746466266947,Medium
9244-ZVAPM,United States,California,Garden Grove,92845,1,45.6,45.6,1,45.6,0,0.6239930840905364,Medium
8208-EUMTE,United States,California,Villa Park,92861,16,54.85,916.15,0,57.259375,0,0.1621813136405182,Low
5172-MIGPM,United States,California,Orange,92865,4,65.55,237.2,1,59.3,0,0.6381337891184333,Medium
1710-RCXUS,United States,California,Orange,92866,51,90.35,4614.55,0,90.48137254901961,0,0.47259237314463814,Medium
0374-FIUCA,United States,California,Orange,92867,65,20.4,1414.45,0,21.76076923076923,0,0.020234356625892746,Low
5839-SUYVZ,United States,California,Orange,92868,16,74.55,1170.5,1,73.15625,0,0.6559735160132505,Medium
5173-ZXXXL,United States,California,Orange,92869,2,19.95,47.7,0,23.85,0,0.2600485646025325,Low
1096-ADRUX,United States,California,Placentia,92870,66,74.25,4859.25,0,73.625,0,0.07535614795579339,Low
2001-MCUUW,United States,California,Corona,92879,46,108.65,4903.2,0,106.59130434782608,0,0.3042950299335046,Low
2731-GJRDG,United States,California,Corona,92880,32,109.55,3608,0,112.75,0,0.47136668338347376,Medium
4723-BEGSG,United States,California,Corona,92881,72,86.65,6094.25,0,84.64236111111111,0,0.05155639080517589,Low
6516-NKQBO,United States,California,Corona,92882,38,81.0,3084.9,0,81.18157894736842,0,0.10100127409354626,Low
8672-OAUPW,United States,California,Corona,92883,51,47.85,2356.75,0,46.21078431372549,0,0.07195853238086426,Low
8207-DMRVL,United States,California,Yorba Linda,92886,72,114.55,8306.05,0,115.36180555555555,0,0.03097630611257119,Low
2804-ETQDK,United States,California,Ventura,93004,66,20.55,1357.1,0,20.562121212121212,0,0.002133936196299255,Low
6689-VRRTK,United States,California,Camarillo,93010,44,109.8,4860.35,0,110.4625,0,0.4482156205910501,Medium
7138-GIRSH,United States,California,Camarillo,93012,50,69.5,3418.2,0,68.36399999999999,0,0.07633443979406893,Low
9396-ZSFLL,United States,California,Carpinteria,93013,15,48.85,631.4,1,42.093333333333334,0,0.5490673649047088,Medium
6464-KEXXH,United States,California,Fillmore,93015,8,25.25,186.3,1,23.2875,0,0.7313249209178555,High
7134-MJPDY,United States,California,Moorpark,93021,66,102.85,6976.75,0,105.70833333333333,0,0.3528675143237966,Low
5240-CAOYT,United States,California,Oak View,93022,57,87.55,4884.85,1,85.69912280701755,0,0.31512177528343316,Low
4059-IIEBK,United States,California,Ojai,93023,7,78.55,522.95,1,74.70714285714287,0,0.8048914160298174,High
4881-JVQOD,United States,California,Oxnard,93030,10,34.55,362.6,1,36.260000000000005,0,0.48713455923391774,Medium
0516-UXRMT,United States,California,Oxnard,93033,62,92.05,5755.8,0,92.83548387096775,0,0.2726783876581115,Low
4851-BQDNX,United States,California,Oxnard,93035,40,85.05,3355.65,0,83.89125,0,0.2244716340580175,Low
5148-HKFIR,United States,California,Piru,93040,20,19.7,406.95,0,20.3475,0,0.07647841708298009,Low
3003-CMDUU,United States,California,Santa Paula,93060,25,95.15,2395.7,1,95.82799999999999,0,0.8280768495175234,High
5016-IBERQ,United States,California,Simi Valley,93063,23,84.25,1968.1,1,85.5695652173913,0,0.7773167990458447,High
6797-UCJHZ,United States,California,Simi Valley,93065,66,104.6,6819.45,0,103.325,0,0.37486750018680587,Low
2469-DTSGX,United States,California,Somis,93066,72,111.65,7943.45,0,110.32569444444444,0,0.19076218452010738,Low
9931-KGHOA,United States,California,Santa Barbara,93103,46,55.0,2473.95,1,53.78152173913043,0,0.2675712277299259,Low
1775-KWJKQ,United States,California,Santa Barbara,93105,72,89.85,6562.9,0,91.15138888888889,0,0.052000502365180445,Low
7665-VIGUD,United States,California,Santa Barbara,93108,10,20.35,176.3,0,17.630000000000003,0,0.19501378352098733,Low
9411-TPQQV,United States,California,Santa Barbara,93109,40,54.55,2236.2,0,55.904999999999994,0,0.23543891793549054,Low
7954-MLBUN,United States,California,Santa Barbara,93111,31,99.45,3109.9,0,100.31935483870969,0,0.2648311600855722,Low
2077-DDHJK,United States,California,Goleta,93117,68,70.9,4911.35,0,72.22573529411765,0,0.0271255792177656,Low
9574-BOSMD,United States,California,Arvin,93203,68,25.4,1620.2,0,23.826470588235296,0,0.0034538085890780056,Low
4908-XAXAY,United States,California,Buttonwillow,93206,49,89.85,4287.2,0,87.4938775510204,0,0.34583152096467795,Low
8404-VLQFB,United States,California,California Hot Springs,93207,15,25.25,394.85,1,26.323333333333334,0,0.22281784415984054,Low
2391-IPLOP,United States,California,Corcoran,93212,50,69.65,3442.15,0,68.843,0,0.29171381698275056,Low
3509-GWQGF,United States,California,Ducor,93218,24,70.0,1732.6,1,72.19166666666666,0,0.6211778426025256,Medium
5845-BZZIB,United States,California,Frazier Park,93222,35,20.1,655.3,0,18.72285714285714,0,0.010957939425746896,Low
1140-UKVZG,United States,California,Farmersville,93223,17,24.8,475.25,1,27.955882352941178,0,0.34689290562631975,Low
5183-SNMJQ,United States,California,Frazier Park,93225,10,95.1,865.1,1,86.51,0,0.7900328664024836,High
8100-PNJMH,United States,California,Glennville,93226,68,88.85,6132.7,0,90.18676470588235,0,0.07684798770130105,Low
7838-LAZFO,United States,California,Hanford,93230,45,78.8,3597.5,0,79.94444444444444,0,0.18100122732541585,Low
2085-JVGAD,United States,California,Ivanhoe,93235,37,20.35,697.65,1,18.855405405405406,0,0.16718348814562273,Low
8095-WANWK,United States,California,Kettleman City,93239,10,45.25,428.7,1,42.87,0,0.5444014993754417,Medium
3030-ZKIWL,United States,California,Lake Isabella,93240,1,20.05,20.05,1,20.05,0,0.4404392666129159,Medium
9565-FLVCG,United States,California,Lamont,93241,65,69.55,4459.15,0,68.60230769230769,0,0.07804275537941772,Low
8755-OGKNA,United States,California,Laton,93242,57,19.5,1167.6,0,20.48421052631579,0,0.0041721859404312755,Low
2800-VEQXM,United States,California,Lebec,93243,3,74.75,238.1,1,79.36666666666666,0,0.8048267465554195,High
5533-RJFTJ,United States,California,Lemoore,93245,49,30.2,1453.1,1,29.655102040816324,0,0.3300579206479194,Low
0214-JHPFW,United States,California,Lost Hills,93249,70,57.8,4039.3,0,57.70428571428572,0,0.06457568375990001,Low
5642-MHDQT,United States,California,Mc Farland,93250,53,19.85,1039.45,0,19.612264150943396,0,0.05903957568998687,Low
3088-FVYWK,United States,California,Mc Kittrick,93251,53,25.55,1336.1,0,25.20943396226415,0,0.006660668883619587,Low
9092-GDZKO,United States,California,New Cuyama,93254,22,24.85,493.4,1,22.427272727272726,0,0.3470595210305749,Low
3729-OWRVL,United States,California,Pixley,93256,65,110.35,7246.15,0,111.47923076923077,0,0.23995729832809312,Low
2324-AALNO,United States,California,Porterville,93257,48,24.55,1203.95,0,25.082291666666666,0,0.05660841918367483,Low
5760-IFJOZ,United States,California,Richgrove,93261,3,107.95,313.6,1,104.53333333333335,0,0.833306251300888,High
2826-UWHIS,United States,California,Sequoia National Park,93262,45,81.4,3775.85,1,83.90777777777778,0,0.5683317173345033,Medium
7501-IWUNG,United States,California,Springville,93265,61,73.8,4616.05,0,75.67295081967214,0,0.10179051320984561,Low
4957-TREIR,United States,California,Stratford,93266,3,64.4,195.65,1,65.21666666666667,0,0.5658953858285893,Medium
7251-LJBQN,United States,California,Strathmore,93267,40,103.75,4188.4,0,104.71,0,0.49920236629306186,Medium
8040-MNRTF,United States,California,Taft,93268,1,71.1,71.1,1,71.1,0,0.7647087832413524,High
1536-HBSWP,United States,California,Terra Bella,93270,1,49.9,49.9,1,49.9,0,0.7030276937033328,High
5313-FPXWG,United States,California,Three Rivers,93271,51,24.6,1266.4,0,24.83137254901961,0,0.06805161668612539,Low
0946-FKYTX,United States,California,Tulare,93274,52,30.1,1623.4,0,31.21923076923077,0,0.12440062421493103,Low
5076-YVXCM,United States,California,Tupman,93276,51,83.4,4149.45,1,81.36176470588235,0,0.5372700189277192,Medium
8262-COGGB,United States,California,Visalia,93277,1,20.45,20.45,1,20.45,0,0.5307696245119518,Medium
6663-JOCQO,United States,California,Wasco,93280,31,75.25,2344.5,0,75.62903225806451,0,0.2593181055721965,Low
9620-QJREV,United States,California,Weldon,93283,47,20.55,1013.05,0,21.554255319148936,0,0.043088669052129824,Low
2682-KEVRP,United States,California,Woodlake,93286,22,20.05,417,0,18.954545454545453,0,0.16433756482495748,Low
2480-JZOSN,United States,California,Woody,93287,1,20.65,20.65,1,20.65,0,0.5879195431621425,Medium
0078-XZMHT,United States,California,Visalia,93291,72,85.15,6316.2,0,87.725,0,0.09743878872902337,Low
9978-HYCIN,United States,California,Bakersfield,93301,47,84.95,4018.05,0,85.4904255319149,0,0.12830519982830202,Low
8338-QIUNR,United States,California,Bakersfield,93304,72,66.5,4811.6,0,66.82777777777778,0,0.034961195376255916,Low
1525-LNLOJ,United States,California,Bakersfield,93305,66,63.3,4189.7,0,63.48030303030303,0,0.10368383693689504,Low
9450-TRJUU,United States,California,Bakersfield,93306,35,83.15,2848.45,1,81.38428571428571,0,0.7279997122841273,High
1766-GKNMI,United States,California,Bakersfield,93307,29,84.9,2516.2,1,86.7655172413793,0,0.8283330072248816,High
6942-LBFDP,United States,California,Bakersfield,93308,2,20.55,33.6,1,16.8,0,0.509725930781902,Medium
1456-TWCGB,United States,California,Bakersfield,93309,4,49.25,208.45,1,52.1125,0,0.574860145710557,Medium
7596-ZYWBB,United States,California,Bakersfield,93312,65,59.6,3739.8,0,57.535384615384615,0,0.022266012143616894,Low
8329-UTMVM,United States,California,Bakersfield,93313,27,104.65,2964,0,109.77777777777777,0,0.5801033171634332,Medium
3014-WJKSM,United States,California,San Luis Obispo,93401,29,75.3,2263.4,1,78.04827586206896,0,0.7029264615777016,High
3347-YJZZE,United States,California,Los Osos,93402,29,80.1,2211.8,1,76.26896551724138,0,0.21979257550545875,Low
7929-DMBCV,United States,California,Arroyo Grande,93420,20,81.0,1683.7,1,84.185,0,0.6969151818926258,Medium
9661-JALZV,United States,California,Atascadero,93422,58,24.7,1519,0,26.189655172413794,0,0.027575373511020376,Low
5433-KYGHE,United States,California,Avila Beach,93424,14,86.0,1164.05,1,83.14642857142857,0,0.27313707030505663,Low
4312-KFRXN,United States,California,Bradley,93426,72,25.4,1710.9,0,23.762500000000003,0,0.014925051610631608,Low
5575-TPIZQ,United States,California,Buellton,93427,46,89.15,4245.55,1,92.29456521739131,0,0.5857459661770319,Medium
0114-IGABW,United States,California,Cambria,93428,71,58.25,4145.9,0,58.39295774647887,0,0.062277331196945625,Low
9944-AEXBM,United States,California,Casmalia,93429,32,85.65,2664.3,1,83.259375,0,0.7319276687028675,High
1853-ARAAQ,United States,California,Cayucos,93430,26,50.35,1277.5,1,49.13461538461539,0,0.6710880923806575,Medium
6952-OMNWB,United States,California,Creston,93432,68,80.35,5589.3,1,82.19558823529412,0,0.4923271024647635,Medium
4697-LUPSU,United States,California,Grover Beach,93433,2,20.2,34.75,0,17.375,0,0.3107525567374235,Low
8434-VGEQQ,United States,California,Guadalupe,93434,61,20.55,1305.95,0,21.409016393442624,0,0.01715418698548454,Low
6549-YMFAW,United States,California,Los Olivos,93441,9,21.25,204.55,1,22.727777777777778,0,0.5038387763834495,Medium
4950-HKQTE,United States,California,Morro Bay,93442,22,26.25,605.9,0,27.54090909090909,0,0.09204897963240966,Low
6786-OBWQR,United States,California,Nipomo,93444,5,80.85,356.1,1,71.22,0,0.6421510031425293,Medium
2753-JMMCV,United States,California,Paso Robles,93446,65,74.2,4805.65,0,73.93307692307691,0,0.06043953847206981,Low
6621-YOBKI,United States,California,San Ardo,93450,5,20.35,92.75,1,18.55,0,0.39170519076752264,Low
1216-JWVUX,United States,California,San Miguel,93451,25,75.5,1901.05,1,76.042,0,0.42200440601236816,Medium
7564-GHCVB,United States,California,San Simeon,93452,72,79.05,5730.7,0,79.59305555555555,0,0.09049664849265046,Low
1173-NOEYG,United States,California,Santa Margarita,93453,27,90.15,2423.4,1,89.75555555555556,0,0.7591937470527303,High
7595-EHCDL,United States,California,Santa Maria,93454,32,50.6,1653.45,1,51.6703125,0,0.24607605838873325,Low
6647-ZEDXT,United States,California,Santa Maria,93455,30,110.45,3327.05,0,110.90166666666667,0,0.4527583369979544,Medium
2521-NPUZR,United States,California,Santa Maria,93458,70,101.0,7085.5,0,101.22142857142858,0,0.07553410144379624,Low
1307-TVUFB,United States,California,Santa Ynez,93460,42,79.35,3344.1,1,79.62142857142857,0,0.5874151051339885,Medium
7503-MIOGA,United States,California,Shandon,93461,72,89.85,6697.35,0,93.01875000000001,0,0.07367256418860209,Low
4381-MHQDC,United States,California,Solvang,93463,47,65.0,2879.9,0,61.274468085106385,0,0.05762104290851031,Low
6923-JHPMP,United States,California,Templeton,93465,2,80.45,137.1,1,68.55,0,0.7981717045772972,High
4018-PPNDW,United States,California,California City,93505,61,24.1,1551.6,0,25.43606557377049,0,0.03369245404612435,Low
1635-FJFCC,United States,California,Acton,93510,5,44.05,202.15,1,40.43,0,0.6604383636710303,Medium
2499-AJYUA,United States,California,Benton,93512,72,110.8,7882.25,0,109.47569444444444,0,0.22354056122757648,Low
6919-ELBGL,United States,California,Big Pine,93513,72,114.95,8196.4,0,113.83888888888889,0,0.18138981066723006,Low
3966-HRMZA,United States,California,Bishop,93514,3,75.05,202.9,1,67.63333333333334,0,0.7443723874336394,High
6425-JWTDV,United States,California,Boron,93516,48,19.25,855.1,0,17.814583333333335,0,0.0292786175367586,Low
8405-IGQFX,United States,California,Bridgeport,93517,63,90.05,5817,0,92.33333333333333,0,0.2174336847937839,Low
8224-IVVPA,United States,California,Caliente,93518,27,56.7,1652.95,1,61.220370370370375,0,0.35276591257207307,Low
9477-LGWQI,United States,California,Darwin,93522,70,80.15,5600.15,0,80.00214285714286,0,0.06829826014698444,Low
1410-RSCMR,United States,California,Edwards,93523,7,71.35,515.75,1,73.67857142857143,0,0.21199114636680028,Low
3115-CZMZD,United States,California,Independence,93526,0,20.25, ,0,0.0,0,0.16041555294039211,Low
0139-IVFJG,United States,California,Inyokern,93527,2,90.35,190.5,1,95.25,0,0.8240195887426951,High
5730-DBDSI,United States,California,June Lake,93529,66,19.7,1253.8,0,18.996969696969696,0,0.010383274018551545,Low
0030-FNXPP,United States,California,Keeler,93530,3,19.85,57.2,1,19.066666666666666,0,0.42552440470464764,Medium
5684-FJVYR,United States,California,Lake Hughes,93532,72,90.35,6563.4,0,91.15833333333333,0,0.09140132470631986,Low
4013-GUXND,United States,California,Lancaster,93534,1,20.8,20.8,1,20.8,0,0.44220120026614596,Medium
1266-NZYUI,United States,California,Lee Vining,93541,72,66.85,4758.8,0,66.09444444444445,0,0.02582886991630938,Low
7969-FFOWG,United States,California,Littlerock,93543,65,19.9,1292.6,0,19.886153846153846,0,0.015369993176412045,Low
4718-DHSMV,United States,California,Llano,93544,11,35.8,363.15,1,33.01363636363636,0,0.752833958887092,High
5175-WLYXL,United States,California,Lone Pine,93545,22,78.85,1600.25,1,72.73863636363636,0,0.7170728410375821,High
7817-OMJNA,United States,California,Mammoth Lakes,93546,14,20.4,275.7,0,19.692857142857143,0,0.1670870883892669,Low
8728-SKJLR,United States,California,Olancha,93549,41,74.25,3089.1,1,75.34390243902439,0,0.5667770157821963,Medium
3137-NYQQI,United States,California,Palmdale,93550,17,64.8,1175.6,0,69.15294117647058,0,0.31028128035964436,Low
7706-DZNKK,United States,California,Palmdale,93551,11,20.45,237.3,1,21.572727272727274,0,0.3986648350136691,Low
8823-RLPWL,United States,California,Rosamond,93560,72,110.65,8065.65,0,112.02291666666666,0,0.21534056868275642,Low
9505-SQFSW,United States,California,Tehachapi,93561,3,40.3,92.5,1,30.833333333333332,0,0.4243612013778673,Medium
3758-CKOQL,United States,California,Valyermo,93563,59,107.0,6152.3,0,104.27627118644068,0,0.2619756316605085,Low
5676-CFLYY,United States,California,Ahwahnee,93601,71,73.35,5154.5,0,72.59859154929578,0,0.06618745474522435,Low
7521-AFHAB,United States,California,Auberry,93602,5,44.8,220.45,1,44.089999999999996,0,0.26638540960042234,Low
0285-INHLN,United States,California,Badger,93603,27,54.75,1510.3,1,55.93703703703704,0,0.11798540477042664,Low
5125-CNDSP,United States,California,Big Creek,93605,63,40.6,2588.95,0,41.09444444444444,0,0.06077053658276777,Low
4992-LTJNE,United States,California,Cantua Creek,93608,72,55.3,3983.6,0,55.327777777777776,0,0.034354917970471306,Low
2202-OUTMO,United States,California,Caruthers,93609,34,60.85,2003.6,1,58.92941176470588,0,0.34803901171935153,Low
0810-BDHAW,United States,California,Chowchilla,93610,24,78.4,1832.4,0,76.35000000000001,0,0.44143296154234424,Medium
0229-LFJAF,United States,California,Clovis,93611,72,69.65,4908.25,0,68.17013888888889,0,0.01791811876177321,Low
7131-ZQZNK,United States,California,Clovis,93612,60,59.85,3590.2,0,59.836666666666666,0,0.07102528529822531,Low
